orden,desde,desde_mes,desde_anio,desde_mes_nombre,vence,estado,situacion_actual,sujeto_obligado,ministerio_orbita,provincia,ingreso,motivo_del_reclamo,resumen,sintesis_de_resolucion,resultado_intimacion,n_expediente,informe_de_cierre
2290,18/04/2023,4,2023,Abril,02/06/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-42847182-   -APN-DNPAIP#AAIP,NA
2291,18/04/2023,4,2023,Abril,02/06/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Chaco,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-42994678-   -APN-DNPAIP#AAIP,NA
2292,18/04/2023,4,2023,Abril,02/06/2023,Cerrado,Finalizado,Ministerio de Desarrollo Territorial y Hábitat,Ministerio de Desarrollo Territorial y Hábitat,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-43031526-   -APN-DNPAIP#AAIP,NA
2300,21/04/2023,4,2023,Abril,07/06/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-44843107-   -APN-DNPAIP#AAIP,NA
2303,22/04/2023,4,2023,Abril,07/06/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-45261394- -APN-DNPAIP#AAIP,NA
2323,22/04/2023,4,2023,Abril,07/06/2023,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Ciudad Autónoma de Buenos Aires,E-MAIL,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-48411162- -APN-AAIP,NA
2308,24/04/2023,4,2023,Abril,08/06/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Ciudad Autónoma de Buenos Aires,TAD,No aplica,Archivo,Acredita respuesta,NA,EX-2023-45875031- -APN-DNPAIP#AAIP,NA
2313,26/04/2023,4,2023,Abril,12/06/2023,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Buenos Aires,TAD,Denegatoria injustificada,Intimación,Decreto 206/2017,Cumplimiento,EX-2023-47259055- -APN-DNPAIP#AAIP,IF-2023-93571475-APN-DNPAIP#AAIP
2316,27/04/2023,4,2023,Abril,13/06/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Santa Fe,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-47429681- -APN-DNPAIP#AAIP,NA
2318,27/04/2023,4,2023,Abril,13/06/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-47538498- -APN-DNPAIP#AAIP,NA
2319,27/04/2023,4,2023,Abril,13/06/2023,Cerrado,Finalizado,Agencia Nacional de Seguridad Vial,Ministerio de Transporte,Tucumán,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-47687965- -APN-DNPAIP#AAIP,NA
2325,02/05/2023,5,2023,Mayo,15/06/2023,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-49250883- -APN-DNPAIP#AAIP,NA
2333,02/05/2023,5,2023,Mayo,15/06/2023,Cerrado,Finalizado,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto","Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,NA,NA,EX-2023-48964289- -APN-AAIP,NA
2329,03/05/2023,5,2023,Mayo,16/06/2023,Cerrado,Finalizado,Ministerio de Transporte,Ministerio de Transporte,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-49702787- -APN-DNPAIP#AAIP,NA
2332,04/05/2023,5,2023,Mayo,21/06/2023,Cerrado,Finalizado,Agencia Nacional de Seguridad Vial,Ministerio de Transporte,Tucumán,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-50305943- -APN-DNPAIP#AAIP,NA
2338,07/05/2023,5,2023,Mayo,22/06/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-51377179- -APN-DNPAIP#AAIP,NA
2340,08/05/2023,5,2023,Mayo,23/06/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Buenos Aires,TAD,Silencio,Rechazo,Extemporáneo,NA,EX-2023-51728743- -APN-DNPAIP#AAIP,NA
2347,11/05/2023,5,2023,Mayo,29/06/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-53480377- -APN-DNPAIP#AAIP,NA
2348,11/05/2023,5,2023,Mayo,28/06/2023,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-53499857- -APN-DNPAIP#AAIP,NA
2349,11/05/2023,5,2023,Mayo,29/06/2023,Cerrado,Finalizado,Ministerio de Turismo y Deportes,Ministerio de Turismo y Deportes,Entre Ríos,TAD,Silencio,Rechazo,Extemporáneo,NA,EX-2023-53617501- -APN-DNPAIP#AAIP,NA
2353,15/05/2023,5,2023,Mayo,03/07/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-54681825- -APN-DNPAIP#AAIP,NA
2354,15/05/2023,5,2023,Mayo,03/07/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-54701907- -APN-DNPAIP#AAIP,NA
2360,17/05/2023,5,2023,Mayo,05/07/2023,Cerrado,Finalizado,Agencia Nacional de Discapacidad,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-56414867- -APN-DNPAIP#AAIP,NA
2361,17/05/2023,5,2023,Mayo,05/07/2023,Cerrado,Finalizado,UNC,Universidad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-56544767- -APN-DNPAIP#AAIP,NA
2362,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-56894584- -APN-AAIP,NA
2363,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,ARN,Presidencia de la Nación,Río Negro,TAD,Silencio,Archivo,NA,NA,EX-2023-56972069- -APN-DNPAIP#AAIP,NA
2364,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-57107484- -APN-DNPAIP#AAIP,NA
2365,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-57114357- -APN-DNPAIP#AAIP,NA
2367,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,Dirección Nacional de Migraciones,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-57116903- -APN-DNPAIP#AAIP,NA
2368,18/05/2023,5,2023,Mayo,06/07/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-57075654- -APN-DNPAIP#AAIP,NA
2344,19/05/2023,5,2023,Mayo,07/07/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-45818950- -APN-DNPAIP#AAIP,NA
2383,19/05/2023,5,2023,Mayo,07/07/2023,Cerrado,Finalizado,Edesur S.A,Empresa,Buenos Aires,TAD,Silencio,Archivo,Desistimiento,NA,EX-2023-57322249- -APN-DNPAIP#AAIP,NA
2373,20/05/2023,5,2023,Mayo,07/07/2023,Cerrado,Finalizado,Universidad Nacional de Santiago del Estero,Universidad,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-57811021- -APN-DNPAIP#AAIP,NA
2370,22/05/2023,5,2023,Mayo,10/07/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-58152539- -APN-DNPAIP#AAIP,NA
2372,23/05/2023,5,2023,Mayo,11/07/2023,Cerrado,Finalizado,Correo Oficial,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-59298590- -APN-DNPAIP#AAIP,NA
2378,25/05/2023,5,2023,Mayo,12/07/2023,Cerrado,Finalizado,ANMAC,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-60248453- -APN-DNPAIP#AAIP,NA
2380,26/05/2023,5,2023,Mayo,12/07/2023,Cerrado,Finalizado,"Ministerio de las Mujeres, Géneros y Diversidad","Ministerio de las Mujeres, Géneros y Diversidad",Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-60407376- -APN-DNPAIP#AAIP,NA
2385,30/05/2023,5,2023,Mayo,14/07/2023,Cerrado,Finalizado,ENERGÍA ARGENTINA S.A.,NA,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Rechazo,Extemporáneo,NA,EX-2023-61383616- -APN-DNPAIP#AAIP,NA
2386,30/05/2023,5,2023,Mayo,14/07/2023,Cerrado,Finalizado,Secretaría General,Presidencia de la Nación,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-61580434- -APN-DNPAIP#AAIP,NA
2387,30/05/2023,5,2023,Mayo,14/07/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-61593028- -APN-DNPAIP#AAIP,NA
2390,01/06/2023,6,2023,Junio,18/07/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-62409843- -APN-DNPAIP#AAIP,NA
2447,05/06/2023,6,2023,Junio,20/07/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-64238141- -APN-DNPAIP#AAIP,NA
2449,05/06/2023,6,2023,Junio,20/07/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-64320264- -APN-DNPAIP#AAIP,NA
2480,06/06/2023,6,2023,Junio,21/07/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-64710599- -APN-DNPAIP#AAIP,NA
2534,07/06/2023,6,2023,Junio,24/07/2023,Cerrado,Finalizado,ANMAT,Ministerio de Salud,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-65299801- -APN-DNPAIP#AAIP,NA
2572,07/06/2023,6,2023,Junio,24/07/2023,Cerrado,Finalizado,UNC,Universidad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-71886898- -APN-DNPAIP#AAIP,NA
2553,09/06/2023,6,2023,Junio,26/07/2023,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,PAPEL,No aplica,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-66731089- -APN-AAIP,NA
2554,09/06/2023,6,2023,Junio,26/07/2023,Cerrado,Finalizado,INAI,Ministerio de Justicia y Derechos Humanos,Ciudad Autónoma de Buenos Aires,PAPEL,Silencio,Archivo,Acredita respuesta,NA,EX-2023-66734931- -APN-AAIP,NA
2549,11/06/2023,6,2023,Junio,26/07/2023,Cerrado,Finalizado,AFIP,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-67042099- -APN-DNPAIP#AAIP,NA
2555,14/06/2023,6,2023,Junio,31/07/2023,Cerrado,Finalizado,Instituto Nacional de Semillas - INASE,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-68567689- -APN-DNPAIP#AAIP,NA
2556,14/06/2023,6,2023,Junio,31/07/2023,Cerrado,Finalizado,Instituto Nacional de Semillas - INASE,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-68598081- -APN-DNPAIP#AAIP,NA
2558,16/06/2023,6,2023,Junio,02/08/2023,Cerrado,Finalizado,Ministerio del Interior,Ministerio del Interior,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-69850140- -APN-DNPAIP#AAIP,NA
2560,16/06/2023,6,2023,Junio,02/08/2023,Cerrado,Finalizado,ANMAC,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-69966617- -APN-DNPAIP#AAIP,NA
2563,19/06/2023,6,2023,Junio,02/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-70260169- -APN-DNPAIP#AAIP,NA
2566,21/06/2023,6,2023,Junio,03/08/2023,Cerrado,Finalizado,Belgrano Cargas y Logística S.A,Ministerio de Transporte,Mendoza,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-70914660- -APN-DNPAIP#AAIP,NA
2567,22/06/2023,6,2023,Junio,04/08/2023,Cerrado,Finalizado,INSSJP,Ministerio de Salud,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-71231033- -APN-DNPAIP#AAIP,NA
2568,22/06/2023,6,2023,Junio,04/08/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-71298218- -APN-DNPAIP#AAIP,NA
2569,22/06/2023,6,2023,Junio,04/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-71417698- -APN-DNPAIP#AAIP,NA
2570,23/06/2023,6,2023,Junio,07/08/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-71757066- -APN-DNPAIP#AAIP,NA
2571,23/06/2023,6,2023,Junio,07/08/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-71764322- -APN-DNPAIP#AAIP,NA
2573,23/06/2023,6,2023,Junio,07/08/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-72108951- -APN-DNPAIP#AAIP,NA
2574,24/06/2023,6,2023,Junio,07/08/2023,Cerrado,Finalizado,ANMAC,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-72289828- -APN-DNPAIP#AAIP,NA
2576,26/06/2023,6,2023,Junio,08/08/2023,Cerrado,Finalizado,AABE,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-72661060- -APN-DNPAIP#AAIP,NA
2578,26/06/2023,6,2023,Junio,08/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-72876867- -APN-DNPAIP#AAIP,NA
2581,29/06/2023,6,2023,Junio,10/08/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-74225672- -APN-DNPAIP#AAIP,NA
2589,04/07/2023,7,2023,Julio,15/08/2023,Cerrado,Finalizado,ANSES,"Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2023-76488817- -APN-DNPAIP#AAIP,NA
2590,04/07/2023,7,2023,Julio,15/08/2023,Cerrado,Finalizado,"Ministerio de Trabajo, Empleo y Seguridad Social","Ministerio de Trabajo, Empleo y Seguridad Social",Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Rechazo,Extemporáneo,NA,EX-2023-76520018- -APN-DNPAIP#AAIP,NA
2602,04/07/2023,7,2023,Julio,15/08/2023,Cerrado,Finalizado,ANMAC,Ministerio de Justicia y Derechos Humanos,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-76344682- -APN-DNPAIP#AAIP,NA
2592,05/07/2023,7,2023,Julio,16/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Territorial y Hábitat,Ministerio de Desarrollo Territorial y Hábitat,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-76791779- -APN-DNPAIP#AAIP,NA
2593,05/07/2023,7,2023,Julio,16/08/2023,Cerrado,Finalizado,Superintendencia de Seguros de la Nación,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,No es SIP,NA,EX-2023-77148127- -APN-DNPAIP#AAIP,NA
2594,06/07/2023,7,2023,Julio,17/08/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Silencio,Archivo,Archivo por reclamo duplicado,NA,EX-2023-77974881- -APN-DNPAIP#AAIP,NA
2595,07/07/2023,7,2023,Julio,18/08/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,No aplica,Archivo,SIP en plazo de respuesta,NA,EX-2023-78006217- -APN-DNPAIP#AAIP,NA
2596,07/07/2023,7,2023,Julio,18/08/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Ciudad Autónoma de Buenos Aires,TAD,No aplica,Archivo,SIP en plazo de respuesta,NA,EX-2023-78233863- -APN-DNPAIP#AAIP,NA
2599,10/07/2023,7,2023,Julio,22/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-78868774- -APN-DNPAIP#AAIP,NA
2601,10/07/2023,7,2023,Julio,22/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-78870720- -APN-DNPAIP#AAIP,NA
2605,10/07/2023,7,2023,Julio,22/08/2023,Cerrado,Finalizado,Agencia Nacional de Discapacidad,Presidencia de la Nación,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-79156930- -APN-DNPAIP#AAIP,NA
2606,10/07/2023,7,2023,Julio,22/08/2023,Cerrado,Finalizado,Ministerio de Defensa,Ministerio de Defensa,Santa Fe,TAD,No aplica,Archivo,Acredita respuesta,NA,EX-2023-79074275- -APN-DNPAIP#AAIP,NA
2604,11/07/2023,7,2023,Julio,23/08/2023,Cerrado,Finalizado,Ministerio de Obras Públicas,Ministerio de Obras Públicas,Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-79496275- -APN-DNPAIP#AAIP,NA
2608,13/07/2023,7,2023,Julio,25/08/2023,Cerrado,Finalizado,Ministerio de Salud,Ministerio de Salud,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-81247496- -APN-AAIP,NA
2609,13/07/2023,7,2023,Julio,25/08/2023,Cerrado,Finalizado,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,Córdoba,TAD,Silencio,Archivo,Acredita respuesta,NA,EX-2023-81279133- -APN-DNPAIP#AAIP,NA
2617,14/07/2023,7,2023,Julio,28/08/2023,En trámite,Pendiente de cumplimiento,Facebook Argentina SRL,NA,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Intimación,Intimación por denegatoria injustificada,NA,EX-2023-81865945- -APN-DNPAIP#AAIP,NA
2614,17/07/2023,7,2023,Julio,29/08/2023,Cerrado,Finalizado,Ministerio de Desarrollo Social,Ministerio de Desarrollo Social,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-82433256- -APN-DNPAIP#AAIP,NA
2616,17/07/2023,7,2023,Julio,29/08/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-82516865- -APN-DNPAIP#AAIP,NA
2618,17/07/2023,7,2023,Julio,29/08/2023,Cerrado,Finalizado,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-82381448- -APN-DNPAIP#AAIP,NA
2619,17/07/2023,7,2023,Julio,29/08/2023,Cerrado,Finalizado,Ministerio de Seguridad,Ministerio de Seguridad,Ciudad Autónoma de Buenos Aires,TAD,Silencio,Archivo,SIP en plazo de respuesta,NA,EX-2023-82387719- -APN-DNPAIP#AAIP,NA
2620,18/07/2023,7,2023,Julio,30/08/2023,Cerrado,Finalizado,Ministerio de Educación,Ministerio de Educación,Neuquén,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-82870097- -APN-DNPAIP#AAIP,NA
2622,19/07/2023,7,2023,Julio,31/08/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-83418630- -APN-DNPAIP#AAIP,NA
2623,19/07/2023,7,2023,Julio,31/08/2023,Cerrado,Finalizado,ENACOM,Jefatura de Gabinete de Ministros,Buenos Aires,TAD,Silencio,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-83652997- -APN-DNPAIP#AAIP,NA
2625,24/07/2023,7,2023,Julio,05/09/2023,Cerrado,Finalizado,Comisión Nacional de Energía Atómica(CNEA),Ministerio de Economía,Río Negro,TAD,Denegatoria injustificada,Rechazo,Rechazo,NA,EX-2023-85136906- -APN-DNPAIP#AAIP,NA
2626,24/07/2023,7,2023,Julio,05/09/2023,Cerrado,Finalizado,Ministerio de Economía,Ministerio de Economía,Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-85334211- -APN-DNPAIP#AAIP,NA
2628,25/07/2023,7,2023,Julio,06/09/2023,Cerrado,Finalizado,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia y Derechos Humanos,Córdoba,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-85818794- -APN-DNPAIP#AAIP,NA
2632,25/07/2023,7,2023,Julio,06/09/2023,Cerrado,Finalizado,Registro Nacional de las Personas,Ministerio de Interior,Ciudad Autónoma de Buenos Aires,TAD,Denegatoria injustificada,Archivo,Archivo por ampliacion de respuesta,NA,EX-2023-85904578- -APN-AAIP,NA
